user_id,item_id,item_name,item_rank,item_score,iteration,critiqued_keyphrase,target_rank,num_existing_keyphrases,result,theta,critiqued_keyphrase_name
0.0,78.0,,,,0.0,,1.0,87.0,,,
0.0,78.0,,4943.0,-0.02718386302953206,1.0,213.0,1.0,87.0,,"[2.0, 1.26251221423228]",pot
0.0,78.0,,6238.0,-0.0632218778575252,2.0,52.0,1.0,87.0,,"[1.7628623285413951, 1.4506913730659345, 1.0951741616057418]",beef
0.0,78.0,,7013.0,-0.1015360600022094,3.0,50.0,1.0,87.0,,"[1.6927593634831029, 0.9801670506613793, 1.0291230550807091, 0.14547566972276593]",salad
0.0,78.0,,547.0,0.2152460464884583,4.0,162.0,1.0,87.0,,"[1.7052015769597015, 1.6255971249184844, -0.37519265314854855, 0.11518938224558672, -0.6940480372396558]",immediately
0.0,78.0,,7352.0,-1.0879329503016733,5.0,191.0,1.0,87.0,,"[2.0, 1.6815511054088823, 0.9379869900878601, 0.6945359916845857, -1.470255567830657, -1.7347072261533347]",frozen
0.0,78.0,,7145.0,-0.2124353858844438,6.0,153.0,1.0,87.0,,"[2.0, 1.3378015575488327, 0.3625460941801326, 0.452314864236691, -0.31860747904193265, -0.10229118054525421, -0.36000059489597414]",friendly
0.0,78.0,,7270.0,-0.25443958238587205,7.0,81.0,1.0,87.0,,"[1.5374253666528688, 1.2473515369901071, 0.3721308321742449, 0.21162018980742214, -0.37474935277097154, -0.24045688461129133, -0.32222515096522675, -0.11197052048975809]",juice
0.0,78.0,,7333.0,-1.1528502473436062,8.0,45.0,1.0,87.0,,"[1.9698370558763103, 0.3092989110542561, 2.0, 0.7052787400677092, -0.9975658785477657, -0.8064154911360679, 0.45084897366243304, -1.9214588263125039, 0.20943427294306627]",egg
0.0,78.0,,2277.0,0.2114327604326912,9.0,211.0,1.0,87.0,,"[2.0, 2.0, 1.1471449298565009, -0.19659787849607513, 2.0, -2.0, 2.0, -0.1702606821135303, -0.5663166892089581, -1.2117205101682633]",seasoned
0.0,78.0,,77.0,1.9942548029440264,10.0,37.0,1.0,87.0,,"[2.0, -0.15611296358006155, 0.07256694134531161, 0.6173144696701272, -0.8748714200283332, -0.3076247825646057, -1.2149205902693505, -0.8698575281508565, -1.2396362402149066, -1.2171611250824859, 2.0]",bread
0.0,78.0,,4657.0,-0.026406440732662295,11.0,97.0,1.0,87.0,,"[2.0, 2.0, 2.0, 0.760826233685914, 2.0, -1.526191288801657, 2.0, 0.6606128600819563, -0.8114594067301708, -1.3249634413759952, -2.0, -2.0]",toast
0.0,78.0,,4143.0,-0.00259543746306215,12.0,202.0,1.0,87.0,,"[2.0, 2.0, -0.1868913499167751, -0.6307720710059741, -0.4626447962558065, 0.395579203070399, 0.5028450999776891, -1.56979352486809, -0.8894056232116323, 1.02703103276692, -2.0, -2.0, -0.7579831866678098]",steamed
0.0,78.0,,334.0,1.1121800624343903,13.0,142.0,1.0,87.0,,"[2.0, -2.0, 2.0, 0.30719143052947506, -2.0, 1.0309275497495183, 0.5482975412725611, 0.06336577679994566, 0.0764076357245789, -2.0, -2.0, -2.0, 0.30413137001237284, -0.236180081469835]",window
0.0,78.0,,2411.0,0.18887136887690292,14.0,79.0,1.0,87.0,,"[2.0, -0.560105073293779, 2.0, 0.3001482745350059, 0.6644739500463362, -0.24826020446208968, 2.0, -0.2937409688890047, -0.07098946752159502, -2.0, -2.0, -2.0, -0.1493005557061424, 0.019104056738191932, 2.0]",apple
0.0,78.0,,5810.0,-0.3339865055367176,15.0,183.0,1.0,87.0,,"[2.0, -1.208229740765127, 2.0, 0.011105805205328778, 1.9968888588422002, -2.0, 0.2863664019074408, -0.3090665211814656, -0.15414847714011404, 0.05644391901043333, -2.0, 0.633977698510888, 0.9028691307980692, 0.6652150668369767, 1.9889414293471805, 2.0]",attentive
0.0,78.0,,7093.0,-1.6811917374712932,16.0,25.0,1.0,87.0,,"[2.0, -1.6039073702914008, -2.0, 2.0, 1.375829283652334, -1.9136264819015256, 2.0, -1.7606190807331903, -0.7796787009774606, -2.0, -1.4344889337100364, -2.0, 0.8162290256754208, -0.9899931558870008, -1.6334410868987992, -2.0, -0.7391481794208703]",vegetarian
0.0,78.0,,108.0,2.1227635729434695,17.0,26.0,1.0,87.0,,"[2.0, 2.0, -2.0, -0.38009806835756876, 1.3034188148483619, -0.14865942499127005, 1.0918218604360264, -0.8756964272382326, 0.008674959671484128, 0.15016858176740078, -2.0, 2.0, 0.2861364300305418, 0.9298798749646955, -0.6459830525832531, -0.29978458942918884, -0.3503058081480339, 0.48936582683918406]",downtown
0.0,78.0,,7101.0,-1.3475444605498956,18.0,56.0,1.0,87.0,,"[1.3226923343068817, -0.8960896392766466, -2.0, 0.6760258139641255, -1.0840893560734075, -2.0, 0.577783058334985, -0.7455619504263984, -0.20046315922090407, 2.0, -2.0, -1.8015551685521143, 0.32743782126783305, 0.8869758209263141, 2.0, -2.0, -0.6413626262602956, -2.0, 2.0]",chicken
0.0,78.0,,6181.0,-0.7306838424166943,19.0,185.0,1.0,87.0,,"[2.0, 2.0, 2.0, -1.906718774059425, 1.737286389756937, 2.0, 1.747155020340435, -0.8473683339666453, -0.010354125419930194, 2.0, -1.8536255528992365, 0.36720616085103686, 0.9984802715666268, -1.104425992092739, -0.6485309500727932, -2.0, -0.7701029091402927, 0.10711476283805421, 0.8424563196132988, 2.0]",wait
0.0,78.0,,7075.0,-1.9463627949240851,20.0,207.0,1.0,87.0,fail,"[2.0, -2.0, 1.8678138425599267, 1.01683062920372, -0.1379189670928933, -1.1499108690946003, 2.0, -0.09738364307165548, 1.5862066092173022, -0.6841408956902892, -2.0, -2.0, 2.0, 1.1975071526420464, 2.0, 2.0, -0.3334713647246714, 2.0, -2.0, 2.0, -2.0]",stuffed
0.0,623.0,,,,0.0,,1.0,60.0,,"[2.0, -2.0, 1.8678138425599267, 1.01683062920372, -0.1379189670928933, -1.1499108690946003, 2.0, -0.09738364307165548, 1.5862066092173022, -0.6841408956902892, -2.0, -2.0, 2.0, 1.1975071526420464, 2.0, 2.0, -0.3334713647246714, 2.0, -2.0, 2.0, -2.0]",stuffed
0.0,623.0,,410,0.23157659878434664,1.0,158,1.0,60.0,,"[0.10593489741268858, 0.9639009710652702]",bright
0.0,623.0,,223,0.33721392014658563,2.0,152,1.0,60.0,,"[1.6256962800107457, 0.7607574927748431, -0.22170076294278696]",fresh
0.0,623.0,,1016,0.17029362220754568,3.0,171,1.0,60.0,,"[2.0, -0.21823301975636258, -0.7969961757099872, 0.7742291787302834]",fancy
0.0,623.0,,436,0.2107477291224842,4.0,11,1.0,60.0,,"[1.894035201435567, -0.07573666436350979, -0.5512118393886695, -0.334400063358669, -0.07004219906778558]",italian
0.0,623.0,,823,0.1526908771597196,5.0,3,1.0,60.0,,"[2.0, -0.2562634021614689, -0.47121654237120314, -0.35621028114724385, -0.23317774344351916, 0.9970994566105116]",bar
0.0,623.0,,432,0.35825880276831834,6.0,32,1.0,60.0,,"[2.0, -0.6608969981732056, -0.3147115237429645, -1.328616912529524, 0.1951202311007738, 0.5994077159639644, -1.538226267173041]",taco
0.0,623.0,,343,0.33593323215711407,7.0,151,1.0,60.0,,"[2.0, 0.34008968338977796, -0.23450151109941775, -0.25182477293288796, 0.16978331013941927, 1.2447718009067161, -0.7790227372567187, -0.40481493193477647]",busy
0.0,623.0,,480,0.42756530648764646,8.0,183,1.0,60.0,,"[2.0, -0.07636382157771981, -0.29150526544721345, -0.39563652329556276, -1.9449251134238132, 0.28356853109479285, -1.1967358024869328, 1.8833762011395612, -0.5623037053977842]",attentive
0.0,623.0,,1209,0.12238358323384588,9.0,123,1.0,60.0,,"[2.0, 0.03697541628598877, -0.0017511896773843016, -0.7627971158146734, -0.6900978375778921, 1.1398972662076234, -0.15202327109767344, 0.1049210058504717, -0.7471165760592231, -0.41463346474250873]",steak
0.0,623.0,,566,0.4713254907378432,10.0,204,1.0,60.0,,"[2.0, -0.3348267590181946, -0.6383421481113793, -0.34112799640683145, -1.8059351327727262, 2.0, 0.5819450580315673, -2.0, -0.46279529686168797, 0.9184929407845144, 1.4407752512195833]",dip
0.0,623.0,,124,1.3727415586504792,11.0,185,1.0,60.0,,"[2.0, 0.27920658569737444, -0.3245106875869137, -2.0, -0.5474794217295993, -2.0, -0.017452669771815144, 2.0, -2.0, 1.8012181830367302, 1.8023674556326243, 1.8145145772614728]",wait
0.0,623.0,,764,0.5229970037519375,12.0,31,1.0,60.0,,"[1.5761169734573226, 2.0, 0.22187154310121748, -2.0, -0.7739578077484182, -1.4557220575671348, 1.3067699045216195, -0.3772784096353212, 1.4049976431007112, -1.1422117438699277, -1.3124924672057765, 2.0, 0.7250265669686979]",brunch
0.0,623.0,,1583,0.30012643870028166,13.0,12,1.0,60.0,,"[2.0, -0.9945568337469088, -0.6996013383090407, 2.0, -0.5389412358331884, 2.0, 0.7668880309035031, -2.0, 0.47308235226037443, -1.2469829179785779, -1.2175663120786926, 2.0, 0.3094959522149061, 2.0]",mexican
0.0,623.0,,1027,0.5107740109022106,14.0,184,1.0,60.0,,"[0.633851087257542, 1.9442765544493819, -0.1142000483236445, 2.0, 0.5034730076260994, -0.5270390273563303, 0.8398734766389038, -2.0, -2.0, 0.33415433777970005, -0.21519010599068888, -2.0, 2.0, 1.4542316331149445, -2.0]",reasonable
0.0,623.0,,1660,0.23026559952468256,15.0,147,1.0,60.0,,"[2.0, -0.6329312755084551, -0.20194091725188779, -2.0, -0.07674659022992203, -1.5093626348287064, -2.0, -2.0, -2.0, -1.4099263671856719, -2.0, 2.0, 2.0, 0.9537278725731042, 2.0, -1.8431223834533075]",market
0.0,623.0,,1464,0.3292078109982224,16.0,148,1.0,60.0,,"[2.0, -0.18253940336330432, -0.8824831206622292, 2.0, 1.8349990884693854, -0.8841998377712454, 2.0, 2.0, -1.7086592887357883, 0.17563466545342354, -0.5747497173261347, 1.5178374617066632, 2.0, -2.0, -2.0, 1.2180440719864856, 2.0]",mall
0.0,623.0,,720,0.7706448597395087,17.0,167,1.0,60.0,,"[2.0, -2.0, -2.0, -2.0, -2.0, -2.0, 0.2801345706658793, -2.0, -1.806548756669358, -2.0, -1.9755872719773961, 2.0, 1.2636820711980112, 1.3813060770686576, 2.0, 0.5597426756675139, -2.0, 1.907711188687268]",pleasant
0.0,623.0,,291,1.4262418189397053,18.0,187,1.0,60.0,,"[2.0, 0.5338683276019633, 0.7332767466725052, -0.9056848360231493, 1.0012692337421312, 2.0, -2.0, 2.0, -2.0, 0.044509015384936124, -1.034645976340753, 2.0, 2.0, 0.13959625748313798, -2.0, 0.2285953460000658, 2.0, -0.010226940892748004, -2.0]",spicy
0.0,623.0,,600,1.0798523350245142,19.0,95,1.0,60.0,,"[1.270076644680341, 1.3898528603329678, -0.9430135991768336, 2.0, 1.1525437029499193, 1.065959576041843, 2.0, -2.0, -2.0, -2.0, 2.0, 2.0, 2.0, 2.0, 0.9209003564421532, -2.0, 2.0, 1.9626730119217255, 1.7661264675621036, -2.0]",corn
0.0,623.0,,6894,-0.9023092653291801,20.0,142,1.0,60.0,fail,"[1.0808743833201935, -1.6264827765599403, 0.307292896743685, -2.0, -0.8963294052799924, 2.0, 0.3971204681237226, -2.0, -2.0, -0.7057739259023168, -2.0, 2.0, 2.0, -0.7956763943591132, 2.0, -0.6467006158595923, -1.4408930483534055, -1.5905804219296051, 1.5114081030689919, 2.0, -0.00027714674567524966]",window
0.0,2053.0,,,,0.0,,1.0,85.0,,"[1.0808743833201935, -1.6264827765599403, 0.307292896743685, -2.0, -0.8963294052799924, 2.0, 0.3971204681237226, -2.0, -2.0, -0.7057739259023168, -2.0, 2.0, 2.0, -0.7956763943591132, 2.0, -0.6467006158595923, -1.4408930483534055, -1.5905804219296051, 1.5114081030689919, 2.0, -0.00027714674567524966]",window
0.0,2053.0,,3960,-0.007995316353113902,1.0,82,1.0,85.0,,"[-0.3154128605995423, -0.5831841640986763]",booth
0.0,2053.0,,147,0.3842947404164174,2.0,206,1.0,85.0,,"[1.3213480120352408, -1.1503567870041265, 0.07755679503088597]",salt
0.0,2053.0,,261,0.24345830625612425,3.0,151,1.0,85.0,,"[1.5246582680297607, -0.955494517299301, -0.01468236266689571, 0.6781021617708101]",busy
0.0,2053.0,,260,0.2416644090072288,4.0,35,1.0,85.0,,"[1.3278928022132837, -1.0576686518752498, 0.007926082251108912, 0.7856551694465188, -0.12843208964650032]",crispy
0.0,2053.0,,700,0.11081106671516644,5.0,171,1.0,85.0,,"[1.678275372918102, -0.8983535562744278, -0.0695829005473616, 0.6261061425256469, 0.20855418194656083, -0.24052921057224408]",fancy
0.0,2053.0,,212,0.3069910038114062,6.0,188,1.0,85.0,,"[1.181133925182957, -1.1626918897051495, 0.09733004091352448, 0.3426660844345304, 0.1631918485723589, 0.2622269395966166, 0.017210401565401323]",flavorful
0.0,2053.0,,375,0.22847247996603198,7.0,77,1.0,85.0,,"[1.2756491994903216, -0.8782231949053299, 0.05354021054625768, 0.9045169395450587, 0.5280256293542425, 0.2758202484825274, -0.009890466919485252, 0.24524025451462883]",pop
0.0,2053.0,,227,0.7057154757662543,8.0,48,1.0,85.0,,"[1.190559735079602, -0.30425842636452116, 0.2097847944289608, 2.0, 1.346736375243525, 0.9567131451990458, 1.3848810433049712, 1.080674333581265, 1.0559480522899731]",burger
0.0,2053.0,,351,0.742750627844768,9.0,148,1.0,85.0,,"[2.0, -2.0, -0.3010328513973499, 2.0, 2.0, -0.7162606050066289, 1.2919241984129828, -1.7513065379587198, -2.0, 2.0]",mall
0.0,2053.0,,285,0.6230297513165749,10.0,180,1.0,85.0,,"[2.0, -0.8191219824280409, 0.17574961427085434, 0.7259129354791627, 1.1707914017897667, 0.43969269741442174, 2.0, 0.49320385561043967, 2.0, 0.32018575070028055, 0.506121573907873]",yummy
