user_id,item_id,item_name,item_rank,item_score,iteration,critiqued_keyphrase,target_rank,num_existing_keyphrases,result,theta,critiqued_keyphrase_name
0.0,78.0,,,,0.0,,1.0,87.0,,,
0.0,78.0,,160.0,1.5418268164651323,1.0,142.0,1.0,87.0,,"[1.0, 1.0]",window
0.0,78.0,,103.0,0.5886037436830385,2.0,55.0,1.0,87.0,,"[1.0, 0.27034644817851294, 1.0]",meat
0.0,78.0,,98.0,0.6572681762910066,3.0,117.0,1.0,87.0,,"[1.0, 0.26253904552374574, 1.0, 1.0]",rib
0.0,78.0,,113.0,0.8770463320635744,4.0,76.0,1.0,87.0,,"[1.0, 0.20184640479882576, 1.0, 1.0, 1.0]",lettuce
0.0,78.0,,332.0,0.7561699525716683,5.0,50.0,1.0,87.0,,"[1.0, 0.2661401650198201, 1.0, 1.0, 1.0, 1.0]",salad
0.0,78.0,,2088.0,0.11833934900502233,6.0,183.0,1.0,87.0,,"[1.0, -0.19233990335098378, 1.0, 1.0, 1.0, 1.0, 1.0]",attentive
0.0,78.0,,963.0,0.4992701433563981,7.0,45.0,1.0,87.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",egg
0.0,78.0,,4811.0,-0.05543855947966579,8.0,87.0,1.0,87.0,,"[1.0, 0.5799897120468491, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",tart
0.0,78.0,,7111.0,-0.6646264550372611,9.0,96.0,1.0,87.0,,"[1.0, 0.029509816473353063, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",poutine
0.0,78.0,,329.0,1.3700390559905724,10.0,198.0,1.0,87.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",crunchy
0.0,78.0,,735.0,0.65174612544685,11.0,102.0,1.0,87.0,,"[1.0, 0.5173824214957461, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",cheesecake
0.0,78.0,,2076.0,0.1868273788689656,12.0,174.0,1.0,87.0,,"[1.0, 0.08591455761453703, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",cozy
0.0,78.0,,253.0,1.967504879367496,13.0,153.0,1.0,87.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",friendly
0.0,78.0,,180.0,2.652564093317257,14.0,206.0,1.0,87.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",salt
0.0,78.0,,178.0,2.6769644668635086,15.0,151.0,1.0,87.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",busy
0.0,78.0,,169.0,2.795493712909816,16.0,147.0,1.0,87.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",market
0.0,78.0,,180.0,2.4706251197603937,17.0,157.0,1.0,87.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",greeted
0.0,78.0,,195.0,2.3825459795197084,18.0,7.0,1.0,87.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",dinner
0.0,78.0,,203.0,2.3381968982903603,19.0,90.0,1.0,87.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",tuna
0.0,78.0,,211.0,2.2389379520218355,20.0,141.0,1.0,87.0,fail,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",washroom
0.0,623.0,,,,0.0,,1.0,60.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",washroom
0.0,623.0,,6096,-0.07805281480644372,1.0,160,1.0,60.0,,"[1.0, 1.0]",overpriced
0.0,623.0,,7112,-0.20441969041397234,2.0,184,1.0,60.0,,"[1.08297086458829, 1.0, 1.0]",reasonable
0.0,623.0,,3899,-0.0010684768895519448,3.0,185,1.0,60.0,,"[1.0, 1.0, 1.0, 1.0]",wait
0.0,623.0,,1702,0.07561288957522089,4.0,16,1.0,60.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]",casual
0.0,623.0,,5558,-0.10466803025743493,5.0,142,1.0,60.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.38101408098457945]",window
0.0,623.0,,6060,-0.13714118646986062,6.0,159,1.0,60.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.152386768278256, 1.0]",crowded
0.0,623.0,,6205,-0.18174701670693105,7.0,42,1.0,60.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.3411851578457963, 1.0, 1.0]",sandwich
0.0,623.0,,5715,-0.13295780508489702,8.0,74,1.0,60.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.3593862667300103, 1.0, 1.0, 1.0]",skewer
0.0,623.0,,1551,0.15987887246745336,9.0,52,1.0,60.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, -0.07369227658383523, 1.0, 1.0, 1.0, 1.0]",beef
0.0,623.0,,6295,-0.27839995050463917,10.0,49,1.0,60.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.8170726607125935, 1.0, 1.0, 1.0, 1.0, 1.0]",cheese
0.0,623.0,,6781,-0.36372209276523537,11.0,80,1.0,60.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.3427126647809384, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",avocado
0.0,623.0,,6458,-0.3519243856282055,12.0,206,1.0,60.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.473562194117056, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",salt
0.0,623.0,,6213,-0.24844185696482696,13.0,4,1.0,60.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, -0.051087633744679284, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",fry
0.0,623.0,,7034,-0.7915111897219683,14.0,95,1.0,60.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",corn
0.0,623.0,,7133,-0.7216636499876788,15.0,193,1.0,60.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, -0.0015963442426742969, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",mayo
0.0,623.0,,7163,-1.0568867901980459,16.0,123,1.0,60.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",steak
0.0,623.0,,7139,-0.6984153990992317,17.0,177,1.0,60.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.1802603399625684, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",nicely
0.0,623.0,,966,0.8302312798937579,18.0,58,1.0,60.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",cocktail
0.0,623.0,,505,1.2189497342768565,19.0,3,1.0,60.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.16149470691688084, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",bar
0.0,623.0,,881,0.9597839260309179,20.0,17,1.0,60.0,fail,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",pub
0.0,2053.0,,,,0.0,,1.0,85.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",pub
0.0,2053.0,,189,0.28272273592156616,1.0,9,1.0,85.0,,"[1.0, 1.0]",soup
0.0,2053.0,,81,1.3658488562377533,2.0,45,1.0,85.0,,"[1.0, 1.0, 1.0]",egg
0.0,2053.0,,185,0.6060195254224235,3.0,172,1.0,85.0,,"[1.0, 1.0, 0.6362605080761439, 1.0]",comfortable
0.0,2053.0,,76,2.763421543508375,4.0,58,1.0,85.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]",cocktail
0.0,2053.0,,107,1.8304283513279374,5.0,4,1.0,85.0,,"[1.0, 1.0, 1.0, 1.0, 0.6045556357497344, 1.0]",fry
0.0,2053.0,,105,2.4679557381717157,6.0,148,1.0,85.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",mall
0.0,2053.0,,149,2.1252472385698655,7.0,212,1.0,85.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",chewy
0.0,2053.0,,146,2.218132747043729,8.0,117,1.0,85.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",rib
0.0,2053.0,,746,0.9083410509695271,9.0,53,1.0,85.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",tea
0.0,2053.0,,870,0.8027522313563056,10.0,105,1.0,85.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",latte
0.0,2053.0,,628,1.0630643469284624,11.0,168,1.0,85.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",fair
0.0,2053.0,,659,1.082215251118963,12.0,20,1.0,85.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",classic
0.0,2053.0,,452,1.361170252650182,13.0,27,1.0,85.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",bbq
0.0,2053.0,,464,1.3966487763505286,14.0,201,1.0,85.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",stick
0.0,2053.0,,473,1.3605814752531349,15.0,37,1.0,85.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",bread
0.0,2053.0,,336,1.6880394908856198,16.0,213,1.0,85.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",pot
0.0,2053.0,,202,2.3062239608623476,17.0,41,1.0,85.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",beer
0.0,2053.0,,251,2.1513122537466596,18.0,119,1.0,85.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",bun
0.0,2053.0,,222,2.2512854858643654,19.0,178,1.0,85.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",honestly
0.0,2053.0,,331,1.7937732345983748,20.0,98,1.0,85.0,fail,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",belly
0.0,2286.0,,,,0.0,,1.0,95.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",belly
0.0,2286.0,,148,0.5142949303606534,1.0,25,1.0,95.0,,"[1.0, 0.2109355534939814]",vegetarian
0.0,2286.0,,1779,0.05314410588229468,2.0,94,1.0,95.0,,"[1.0, 0.15403924103741817, 1.0]",coconut
0.0,2286.0,,7109,-0.35888597669854677,3.0,108,1.0,95.0,,"[1.0, 0.09631220045764056, 1.0, 1.0]",duck
0.0,2286.0,,887,0.1638573534996613,4.0,96,1.0,95.0,,"[1.0, 0.07545194481473737, 1.0, 1.0, 1.0]",poutine
0.0,2286.0,,657,0.24980280874914118,5.0,81,1.0,95.0,,"[1.0, 0.085982817900509, 1.0, 1.0, 1.0, 1.0]",juice
0.0,2286.0,,499,1.0191343338566312,6.0,68,1.0,95.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",banana
0.0,2286.0,,80,1.8383686974645788,7.0,152,1.0,95.0,,"[1.0, 0.38708228779776044, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",fresh
0.0,2286.0,,118,2.6621404933675157,8.0,185,1.0,95.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",wait
0.0,2286.0,,59,2.469733707087999,9.0,191,1.0,95.0,,"[1.0, 0.48174069835158495, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",frozen
0.0,2286.0,,89,3.2079720111801766,10.0,197,1.0,95.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",refreshing
0.0,2286.0,,100,3.044262660654067,11.0,87,1.0,95.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",tart
0.0,2286.0,,88,3.166535679375352,12.0,156,1.0,95.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",soggy
0.0,2286.0,,86,3.1022091925548,13.0,175,1.0,95.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",helpful
0.0,2286.0,,84,3.1743857398834665,14.0,15,1.0,95.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",takeout
0.0,2286.0,,69,3.4150235194150955,15.0,135,1.0,95.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",parking
0.0,2286.0,,59,3.7318346445817703,16.0,3,1.0,95.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",bar
0.0,2286.0,,63,3.705656848941291,17.0,163,1.0,95.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",dog
0.0,2286.0,,52,3.952366872363675,18.0,105,1.0,95.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",latte
0.0,2286.0,,54,4.039150238934333,19.0,178,1.0,95.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",honestly
0.0,2286.0,,40,4.438138488570615,20.0,148,1.0,95.0,fail,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",mall
0.0,3184.0,,,,0.0,,1.0,83.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",mall
0.0,3184.0,,3054,0.046472396919055414,1.0,152,1.0,83.0,,"[1.0, 1.0]",fresh
0.0,3184.0,,6277,-0.15342311412729887,2.0,56,1.0,83.0,,"[1.0, 1.0, 1.0]",chicken
0.0,3184.0,,2514,0.09678129595807689,3.0,195,1.0,83.0,,"[1.0, 1.0, 1.0, 1.0]",healthy
0.0,3184.0,,5411,-0.06419026525235672,4.0,211,1.0,83.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]",seasoned
0.0,3184.0,,1564,0.2238066789946711,5.0,73,1.0,83.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",congee
0.0,3184.0,,1375,0.27875844719633935,6.0,168,1.0,83.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",fair
0.0,3184.0,,1071,0.36983728757668277,7.0,23,1.0,83.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",asian
0.0,3184.0,,990,0.4053074671541257,8.0,7,1.0,83.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",dinner
0.0,3184.0,,729,0.5503906742350128,9.0,34,1.0,83.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",potato
0.0,3184.0,,856,0.5740669725318419,10.0,174,1.0,83.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",cozy
0.0,3184.0,,1671,0.2880803103099254,11.0,145,1.0,83.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",markham
0.0,3184.0,,705,0.7314389546278365,12.0,134,1.0,83.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",pork bone soup
0.0,3184.0,,800,0.6751069846974143,13.0,5,1.0,83.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",fried
0.0,3184.0,,837,0.658894290442658,14.0,91,1.0,83.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",wrap
0.0,3184.0,,891,0.5943819536144238,15.0,169,1.0,83.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",complaint
0.0,3184.0,,833,0.6473969565078385,16.0,46,1.0,83.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",fish
