critiqued_keyphrase,item_id,item_name,item_rank,item_score,iteration,num_existing_keyphrases,result,target_rank,user_id,critiqued_keyphrase_name,lambda
,75.0,b'Salad King Restaurant',,,0.0,20.0,,20.0,1.0,,
2,75.0,b'Salad King Restaurant',2,13.49224698275396,1.0,20.0,successful,20.0,1.0,thai,[1.0]
,78.0,b'The Works Gourmet Burger Bistro',,,0.0,20.0,,20.0,1.0,thai,[1.0]
48,78.0,b'The Works Gourmet Burger Bistro',2620,0.09127242657569123,1.0,20.0,,20.0,1.0,burger,[1.0]
4,78.0,b'The Works Gourmet Burger Bistro',374,1.0412148258450635,2.0,20.0,,20.0,1.0,fry,"[1.0, 1.0]"
5,78.0,b'The Works Gourmet Burger Bistro',1366,0.4816555123980071,3.0,20.0,,20.0,1.0,fried,"[1.0, 1.0, 1.0]"
8,78.0,b'The Works Gourmet Burger Bistro',1447,0.613498867489404,4.0,20.0,,20.0,1.0,lunch,"[1.0, 1.0, 1.0, 1.0]"
25,78.0,b'The Works Gourmet Burger Bistro',960,0.9481531070361378,5.0,20.0,,20.0,1.0,vegetarian,"[1.0, 1.0, 1.0, 1.0, 1.0]"
27,78.0,b'The Works Gourmet Burger Bistro',1929,0.44131126642427443,6.0,20.0,,20.0,1.0,bbq,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
49,78.0,b'The Works Gourmet Burger Bistro',156,4.217112410421706,7.0,20.0,,20.0,1.0,cheese,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
52,78.0,b'The Works Gourmet Burger Bistro',167,4.302649460796289,8.0,20.0,,20.0,1.0,beef,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
56,78.0,b'The Works Gourmet Burger Bistro',192,4.549366495442537,9.0,20.0,,20.0,1.0,chicken,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
80,78.0,b'The Works Gourmet Burger Bistro',237,4.214712255895803,10.0,20.0,,20.0,1.0,avocado,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
85,78.0,b'The Works Gourmet Burger Bistro',237,4.214712255895803,11.0,20.0,,20.0,1.0,patty,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]"
96,78.0,b'The Works Gourmet Burger Bistro',237,4.214712255895803,12.0,20.0,,20.0,1.0,poutine,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
113,78.0,b'The Works Gourmet Burger Bistro',237,4.214712255895803,13.0,20.0,,20.0,1.0,bacon,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
119,78.0,b'The Works Gourmet Burger Bistro',302,3.783650080350446,14.0,20.0,,20.0,1.0,bun,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
126,78.0,b'The Works Gourmet Burger Bistro',362,4.118015315144681,15.0,20.0,,20.0,1.0,milk,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
182,78.0,b'The Works Gourmet Burger Bistro',88,8.914544882963554,16.0,20.0,,20.0,1.0,chip,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
193,78.0,b'The Works Gourmet Burger Bistro',85,9.019333354822056,17.0,20.0,,20.0,1.0,mayo,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
204,78.0,b'The Works Gourmet Burger Bistro',77,9.250070985763267,18.0,20.0,,20.0,1.0,dip,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
206,78.0,b'The Works Gourmet Burger Bistro',74,9.315068800100756,19.0,20.0,,20.0,1.0,salt,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
217,78.0,b'The Works Gourmet Burger Bistro',74,9.256518998996668,20.0,20.0,fail,20.0,1.0,juicy,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
,99.0,b'La Bella Managua',,,0.0,20.0,,20.0,1.0,juicy,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
46,99.0,b'La Bella Managua',145,2.3035085530027604,1.0,20.0,,20.0,1.0,fish,[1.0]
5,99.0,b'La Bella Managua',162,2.5051315547942616,2.0,20.0,,20.0,1.0,fried,"[1.0, 1.0]"
16,99.0,b'La Bella Managua',162,2.5051315547942616,3.0,20.0,,20.0,1.0,casual,"[1.0, 1.0, 0.0]"
25,99.0,b'La Bella Managua',46,4.241297355544701,4.0,20.0,,20.0,1.0,vegetarian,"[1.0, 1.0, 0.0, 1.0]"
36,99.0,b'La Bella Managua',51,4.0163859970656475,5.0,20.0,,20.0,1.0,shrimp,"[1.0, 1.0, 0.0, 1.0, 1.0]"
49,99.0,b'La Bella Managua',382,2.685968749903325,6.0,20.0,,20.0,1.0,cheese,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
50,99.0,b'La Bella Managua',193,5.184447858673369,7.0,20.0,,20.0,1.0,salad,"[1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0]"
52,99.0,b'La Bella Managua',294,4.368965761586838,8.0,20.0,,20.0,1.0,beef,"[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
56,99.0,b'La Bella Managua',137,6.474106141361219,9.0,20.0,,20.0,1.0,chicken,"[1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
80,99.0,b'La Bella Managua',134,6.699017499840271,10.0,20.0,,20.0,1.0,avocado,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
122,99.0,b'La Bella Managua',122,6.641004684352473,11.0,20.0,,20.0,1.0,bean,"[1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0]"
148,99.0,b'La Bella Managua',76,10.266972008800789,12.0,20.0,,20.0,1.0,mall,"[1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]"
152,99.0,b'La Bella Managua',91,9.938687962376836,13.0,20.0,,20.0,1.0,fresh,"[1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
153,99.0,b'La Bella Managua',73,11.782397572930904,14.0,20.0,,20.0,1.0,friendly,"[1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
174,99.0,b'La Bella Managua',73,11.782397572930904,15.0,20.0,,20.0,1.0,cozy,"[1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
182,99.0,b'La Bella Managua',84,11.389855166815462,16.0,20.0,,20.0,1.0,chip,"[1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0]"
203,99.0,b'La Bella Managua',84,11.389855166815462,17.0,20.0,,20.0,1.0,greasy,"[1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0]"
208,99.0,b'La Bella Managua',92,11.09347806306928,18.0,20.0,,20.0,1.0,topped,"[1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0]"
