critiqued_keyphrase,item_id,item_name,item_rank,item_score,iteration,num_existing_keyphrases,result,target_rank,user_id,critiqued_keyphrase_name,lambda
,75.0,b'Salad King Restaurant',,,0.0,20.0,,20.0,1.0,,
2,75.0,b'Salad King Restaurant',2,5.804160914595329,1.0,20.0,successful,20.0,1.0,thai,"[-1.0, 0.43161361294677825]"
,78.0,b'The Works Gourmet Burger Bistro',,,0.0,20.0,,20.0,1.0,thai,"[-1.0, 0.43161361294677825]"
48,78.0,b'The Works Gourmet Burger Bistro',7338,-0.4949526110360111,1.0,20.0,,20.0,1.0,burger,"[1.0, 0.25925752705241134]"
4,78.0,b'The Works Gourmet Burger Bistro',7292,-0.9499667238649274,2.0,20.0,,20.0,1.0,fry,"[1.0, -1.0, 0.570102724305644]"
5,78.0,b'The Works Gourmet Burger Bistro',2116,0.16896929163606036,3.0,20.0,,20.0,1.0,fried,"[0.0087593534539816, -1.0, 1.0, -0.06964738706117779]"
8,78.0,b'The Works Gourmet Burger Bistro',6584,-0.5850137998193314,4.0,20.0,,20.0,1.0,lunch,"[0.1771199985322709, -1.0, -0.3604467084720111, -1.0, 1.0]"
25,78.0,b'The Works Gourmet Burger Bistro',5079,-0.15733434718503514,5.0,20.0,,20.0,1.0,vegetarian,"[-0.22656272671963706, -1.0, 0.15414248241571737, -1.0, 1.0, -1.0]"
27,78.0,b'The Works Gourmet Burger Bistro',1871,0.35434733154283227,6.0,20.0,,20.0,1.0,bbq,"[0.23568685247729526, -1.0, 0.48892458315407317, -1.0, 1.0, -1.0, -1.0]"
49,78.0,b'The Works Gourmet Burger Bistro',308,2.6506809286756208,7.0,20.0,,20.0,1.0,cheese,"[0.22028783285705544, -1.0, -1.0, -1.0, 0.4272892382193274, -1.0, -1.0, 1.0]"
52,78.0,b'The Works Gourmet Burger Bistro',243,2.8388417222535005,8.0,20.0,,20.0,1.0,beef,"[-0.16412160903390727, -1.0, -1.0, -1.0, 0.5278047424686152, -1.0, -1.0, 1.0, -1.0]"
56,78.0,b'The Works Gourmet Burger Bistro',260,2.7215730358152905,9.0,20.0,,20.0,1.0,chicken,"[0.14873422919099544, -1.0, -1.0, -1.0, -0.6252246688074836, -1.0, -1.0, 1.0, -1.0, 1.0]"
80,78.0,b'The Works Gourmet Burger Bistro',349,2.389274938164114,10.0,20.0,,20.0,1.0,avocado,"[0.257961829097618, -1.0, -1.0, -1.0, -0.47514202960463225, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0]"
