critiqued_keyphrase,item_id,item_name,item_rank,item_score,iteration,num_existing_keyphrases,result,target_rank,user_id,critiqued_keyphrase_name,lambda
,78.0,b'The Works Gourmet Burger Bistro',,,0.0,20.0,,5.0,0.0,,
48,78.0,b'The Works Gourmet Burger Bistro',6164,-0.05122619273505613,1.0,20.0,,5.0,0.0,burger,[0.0]
4,78.0,b'The Works Gourmet Burger Bistro',6164,-0.05122619273505613,2.0,20.0,,5.0,0.0,fry,"[0.0, 0.0]"
5,78.0,b'The Works Gourmet Burger Bistro',7118,-10.563735605606553,3.0,20.0,,5.0,0.0,fried,"[0.0, 0.0, 23.483903225806458]"
7,78.0,b'The Works Gourmet Burger Bistro',7055,-9.814739403486264,4.0,20.0,,5.0,0.0,dinner,"[0.0, 6.372116279069772, 23.863681818181817, 35.500031250000006]"
25,78.0,b'The Works Gourmet Burger Bistro',6753,-6.900335621820069,5.0,20.0,,5.0,0.0,vegetarian,"[0.0, 11.741080357142863, 23.863681818181817, 35.500031250000006, 0.0]"
27,78.0,b'The Works Gourmet Burger Bistro',6268,-4.471570690743178,6.0,20.0,,5.0,0.0,bbq,"[0.0, 16.215392307692312, 23.863681818181817, 35.500031250000006, 0.0, 0.0]"
34,78.0,b'The Works Gourmet Burger Bistro',6268,-4.471570690743178,7.0,20.0,,5.0,0.0,potato,"[0.0, 16.215392307692312, 23.863681818181817, 35.500031250000006, 0.0, 0.0, 0.0]"
35,78.0,b'The Works Gourmet Burger Bistro',6189,-4.985514015372278,8.0,20.0,,5.0,0.0,crispy,"[0.0, 16.215392307692312, 23.863681818181817, 35.500031250000006, 0.0, 0.0, 0.0, 24.90918181818182]"
49,78.0,b'The Works Gourmet Burger Bistro',143,39.769406436994444,9.0,20.0,,5.0,0.0,cheese,"[0.0, 22.69567391304348, 17.476938461538452, 39.87881818181819, 0.0, 0.0, 0.0, 0.0, 30.333380952380963]"
52,78.0,b'The Works Gourmet Burger Bistro',140,37.95544931344544,10.0,20.0,,5.0,0.0,beef,"[0.0, 12.847847826086962, 0.0, 45.461615384615385, 0.0, 19.40478571428571, 0.0, 0.0, 30.333380952380963, 23.970617647058816]"
56,78.0,b'The Works Gourmet Burger Bistro',294,26.420723618039347,11.0,20.0,,5.0,0.0,chicken,"[0.0, 12.847847826086962, 13.545477272727268, 39.87881818181819, 0.0, 19.40478571428571, 0.0, 0.0, 24.697000000000003, 26.60002, 16.88574285714286]"
85,78.0,b'The Works Gourmet Burger Bistro',213,31.92202828491954,12.0,20.0,,5.0,0.0,patty,"[0.0, 0.0, 0.0, 39.87881818181819, 0.0, 19.40478571428571, 0.0, 0.0, 29.166722222222234, 23.970617647058816, 30.545484848484847, 0.0]"
96,78.0,b'The Works Gourmet Burger Bistro',248,24.762931265457823,13.0,20.0,,5.0,0.0,poutine,"[0.0, 0.0, 0.0, 39.87881818181819, 0.0, 19.40478571428571, 0.0, 0.0, 24.697000000000003, 23.970617647058816, 7.236855263157892, 0.0, 0.0]"
119,78.0,b'The Works Gourmet Burger Bistro',157,31.97243153891388,14.0,20.0,,5.0,0.0,bun,"[0.0, 12.847847826086962, 0.0, 45.461615384615385, 0.0, 19.40478571428571, 0.0, 0.0, 24.697000000000003, 23.970617647058816, 16.88574285714286, 0.0, 0.0, 0.0]"
126,78.0,b'The Works Gourmet Burger Bistro',154,32.48432198847133,15.0,20.0,,5.0,0.0,milk,"[0.0, 12.847847826086962, 0.0, 39.87881818181819, 0.0, 19.40478571428571, 0.0, 0.0, 24.697000000000003, 26.60002, 16.88574285714286, 0.0, 0.0, 0.0, 0.0]"
153,78.0,b'The Works Gourmet Burger Bistro',214,45.862786523510295,16.0,20.0,,5.0,0.0,friendly,"[0.0, 12.847847826086962, 0.0, 39.87881818181819, 0.0, 19.40478571428571, 0.0, 0.0, 24.697000000000003, 26.60002, 16.88574285714286, 0.0, 0.0, 0.0, 0.0, 39.81256250000001]"
182,78.0,b'The Works Gourmet Burger Bistro',161,55.09688784454609,17.0,20.0,,5.0,0.0,chip,"[13.40426595744681, 12.847847826086962, 0.0, 45.461615384615385, 0.0, 19.40478571428571, 0.0, 0.0, 30.333380952380963, 23.970617647058816, 16.88574285714286, 0.0, 0.0, 0.0, 0.0, 39.81256250000001, 0.0]"
193,78.0,b'The Works Gourmet Burger Bistro',186,52.66999279385939,18.0,20.0,,5.0,0.0,mayo,"[0.0, 12.847847826086962, 0.0, 44.03229032258065, 0.0, 19.40478571428571, 0.0, 0.0, 30.333380952380963, 26.843781250000006, 16.88574285714286, 0.0, 0.0, 0.0, 0.0, 39.81256250000001, 0.0, 0.0]"
