critiqued_keyphrase,item_id,item_name,item_rank,item_score,iteration,num_existing_keyphrases,result,target_rank,user_id,critiqued_keyphrase_name,lambda
,75.0,b'Salad King Restaurant',,,0.0,20.0,,20.0,1.0,,
2,75.0,b'Salad King Restaurant',2,27.085478007301386,1.0,20.0,successful,20.0,1.0,thai,[1.0]
,78.0,b'The Works Gourmet Burger Bistro',,,0.0,20.0,,20.0,1.0,thai,[1.0]
48,78.0,b'The Works Gourmet Burger Bistro',481,0.8826743766744554,1.0,20.0,,20.0,1.0,burger,[1.0]
4,78.0,b'The Works Gourmet Burger Bistro',210,1.5159693095207034,2.0,20.0,,20.0,1.0,fry,"[1.0, 0.33333333333333326]"
5,78.0,b'The Works Gourmet Burger Bistro',1948,0.39685068262659096,3.0,20.0,,20.0,1.0,fried,"[1.0, 0.33333333333333326, 1.0]"
8,78.0,b'The Works Gourmet Burger Bistro',304,1.6966886206259364,4.0,20.0,,20.0,1.0,lunch,"[1.0, 0.5, 0.19999999999999996, 0.33333333333333326]"
25,78.0,b'The Works Gourmet Burger Bistro',926,1.1540547317809888,5.0,20.0,,20.0,1.0,vegetarian,"[1.0, 0.33333333333333326, 1.0, 0.33333333333333326, 1.0]"
27,78.0,b'The Works Gourmet Burger Bistro',602,1.3523134184956764,6.0,20.0,,20.0,1.0,bbq,"[1.0, 0.5, 0.19999999999999996, 0.33333333333333326, 1.0, 1.0]"
49,78.0,b'The Works Gourmet Burger Bistro',359,2.6575718132222153,7.0,20.0,,20.0,1.0,cheese,"[1.0, 0.33333333333333326, 1.0, 0.33333333333333326, 1.0, 1.0, 0.33333333333333326]"
52,78.0,b'The Works Gourmet Burger Bistro',859,1.8652781298986576,8.0,20.0,,20.0,1.0,beef,"[1.0, 0.125, 1.0, 1.0, 1.0, 1.0, 0.25, 0.33333333333333326]"
56,78.0,b'The Works Gourmet Burger Bistro',403,3.4388588771937165,9.0,20.0,,20.0,1.0,chicken,"[1.0, 0.33333333333333326, 0.33333333333333326, 0.33333333333333326, 1.0, 1.0, 0.25, 1.0, 1.0]"
80,78.0,b'The Works Gourmet Burger Bistro',94,8.825275167225257,10.0,20.0,,20.0,1.0,avocado,"[1.0, 0.33333333333333326, 0.25, 0.5, 1.0, 1.0, 1.0, 0.5, 0.33333333333333326, 0.0]"
85,78.0,b'The Works Gourmet Burger Bistro',181,8.685587702383833,11.0,20.0,,20.0,1.0,patty,"[1.0, 0.16666666666666674, 1.0, 1.0, 0.5, 1.0, 1.0, 0.33333333333333326, 1.0, 1.0, 1.0]"
96,78.0,b'The Works Gourmet Burger Bistro',132,10.279898378941711,12.0,20.0,,20.0,1.0,poutine,"[0.33333333333333326, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
113,78.0,b'The Works Gourmet Burger Bistro',29,19.04129790124692,13.0,20.0,,20.0,1.0,bacon,"[1.0, 1.0, 0.33333333333333326, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
