,user_id,target_item,item_name,iter,pre_rank,top_prediction_item_name,critiqued_keyphrase,keyphrase_name,post_rank0,post_rank1,post_rank2,post_rank3,post_rank4,post_rank5,post_rank6,post_rank7,post_rank8,num_existing_keyphrases,post_rank
0,300,886,b'Wok & Roast Chinese BBQ',0,755,b'Khao San Road',59,ice cream,523,505,473,477,471,409,389,342,311,10,"[523, 505, 473, 477, 471, 409, 389, 342, 311]"
1,300,886,b'Wok & Roast Chinese BBQ',1,755,b'Khao San Road',60,squid,2237,2235,2264,2205,293,188,157,158,160,10,"[2237, 2235, 2264, 2205, 293, 188, 157, 158, 160]"
2,300,886,b'Wok & Roast Chinese BBQ',2,755,b'Khao San Road',108,duck,2235,2242,2239,2240,311,301,313,213,193,10,"[2235, 2242, 2239, 2240, 311, 301, 313, 213, 193]"
3,300,886,b'Wok & Roast Chinese BBQ',3,755,b'Khao San Road',72,scallop,328,328,320,316,320,255,206,179,163,10,"[328, 328, 320, 316, 320, 255, 206, 179, 163]"
4,300,886,b'Wok & Roast Chinese BBQ',4,755,b'Khao San Road',48,burger,2331,2329,2340,585,588,569,325,301,256,10,"[2331, 2329, 2340, 585, 588, 569, 325, 301, 256]"
5,300,968,b'Porter Airlines',0,574,b'Khao San Road',205,gelato,3420,3424,3421,3428,144,95,66,58,53,10,"[3420, 3424, 3421, 3428, 144, 95, 66, 58, 53]"
6,300,968,b'Porter Airlines',1,574,b'Khao San Road',38,chocolate,297,322,331,351,183,231,268,300,287,10,"[297, 322, 331, 351, 183, 231, 268, 300, 287]"
7,300,968,b'Porter Airlines',2,574,b'Khao San Road',42,sandwich,368,371,380,406,308,292,318,296,279,10,"[368, 371, 380, 406, 308, 292, 318, 296, 279]"
8,300,968,b'Porter Airlines',3,574,b'Khao San Road',105,latte,220,183,182,330,307,305,333,331,333,10,"[220, 183, 182, 330, 307, 305, 333, 331, 333]"
9,300,968,b'Porter Airlines',4,574,b'Khao San Road',69,cookie,3507,3508,279,289,295,202,112,98,90,10,"[3507, 3508, 279, 289, 295, 202, 112, 98, 90]"
10,303,38,b'Aoyama Sushi Restaurant',0,70,b'Gusto 101',23,asian,530,484,293,289,172,73,78,48,50,23,"[530, 484, 293, 289, 172, 73, 78, 48, 50]"
