user_id,item_id,item_name,item_rank,item_score,iteration,critiqued_keyphrase,target_rank,num_existing_keyphrases,result,theta,critiqued_keyphrase_name
0.0,1154.0,,,,0.0,,1.0,65.0,,,
0.0,1154.0,,442.0,0.0903431752992888,1.0,57.0,1.0,65.0,,"[2.0, -2.0]",velvet
0.0,1154.0,,193.0,0.059516789798501536,2.0,74.0,1.0,65.0,,"[2.0, -2.0, -2.0]",pepper
0.0,1154.0,,203.0,0.05204968875020727,3.0,72.0,1.0,65.0,,"[2.0, -2.0, -2.0, 0.471521031821887]",apricot
0.0,1154.0,,528.0,0.1334151258355674,4.0,12.0,1.0,65.0,,"[2.0, -2.0, -2.0, 1.1598047114244237, 2.0]",citrus
0.0,1154.0,,1140.0,0.020554671365612065,5.0,54.0,1.0,65.0,,"[1.6811241896824525, -0.36456962945184124, -2.0, 2.0, 2.0, 0.7818142599000728]",silk
0.0,1154.0,,1092.0,0.04624976498677244,6.0,46.0,1.0,65.0,,"[0.4914385263794574, -0.8774106018059113, -1.2661315581497161, 1.3569142874789577, 2.0, 1.120176826024637, 1.0]",beige
0.0,1154.0,,1378.0,0.02741954360276666,7.0,22.0,1.0,65.0,,"[-0.4701677139398681, -2.0, 0.8676622508576841, 2.0, 2.0, 2.0, -1.845655295130831, -0.37404587148605484]",smok
0.0,1154.0,,1305.0,0.13440238199972804,8.0,36.0,1.0,65.0,,"[1.0, 0.6146286226865528, 1.0, 0.45457940647553136, 1.8205269832478446, 1.0, 1.0, -2.0, 1.0]",crisp
0.0,1154.0,,2324.0,0.015452852171607745,9.0,7.0,1.0,65.0,,"[1.0, 1.0, 1.0, -0.2447710984964381, 2.0, 1.0, 1.0, -0.4902674560792281, 1.0, 0.9927094489652701]",biscuit
0.0,1154.0,,3427.0,-0.2321654689993249,10.0,19.0,1.0,65.0,,"[1.0, 1.0, 1.0, 0.9166972369573629, 2.0, 1.0, 1.0, 0.4714062689460699, 1.4877391020536057, 1.0, -1.1468704476257165]",honey
