user_id,item_id,item_name,item_rank,item_score,iteration,critiqued_keyphrase,target_rank,num_existing_keyphrases,result,theta,critiqued_keyphrase_name
0.0,1154.0,,,,0.0,,1.0,20.0,,,
0.0,1154.0,,356.0,0.8965547994280506,1.0,44.0,1.0,20.0,,"[2.0, 2.0]",brown
0.0,1154.0,,705.0,0.11786205143222989,2.0,0.0,1.0,20.0,,"[1.791292155858228, 0.626195976428531, -2.0]",roast
0.0,1154.0,,1466.0,0.024291837663195148,3.0,2.0,1.0,20.0,,"[1.676902571063509, 0.4493286511139063, -2.0, -0.007095159119411942]",caramel
0.0,1154.0,,669.0,0.34763027516182,4.0,4.0,1.0,20.0,,"[0.18562255923096727, 1.0, -2.0, -0.0430713570833503, 2.0]",toast
0.0,1154.0,,1087.0,0.1781879499584353,5.0,6.0,1.0,20.0,,"[-2.0, 0.839527051284445, -2.0, -0.5477202708756121, 2.0, 1.0]",chocolate
0.0,1154.0,,1553.0,0.07474102487093859,6.0,8.0,1.0,20.0,,"[-2.0, 0.22425650941289188, -2.0, -0.5985598896504667, 2.0, 2.0, 1.1909732817601437]",coffee
0.0,1154.0,,3357.0,-0.9656196093041308,7.0,13.0,1.0,20.0,,"[-2.0, -0.18985519992654032, -2.0, -0.9552106633516162, 2.0, 2.0, 2.0, -2.0]",toffee
0.0,1154.0,,3362.0,-1.2778929287692373,8.0,23.0,1.0,20.0,,"[-2.0, -0.8630076751255822, -2.0, -1.0171400249241687, 2.0, 2.0, 2.0, -2.0, 2.0]",molass
0.0,1154.0,,3400.0,-1.580644968157136,9.0,24.0,1.0,20.0,,"[1.0, 0.7980424303792399, -2.0, -2.0, 2.0, 2.0, 2.0, -1.607189995403549, 2.0, -2.0]",sugar
0.0,1154.0,,3416.0,-1.8256760965374355,10.0,27.0,1.0,20.0,,"[1.0, 1.0966491198563517, -2.0, -2.0, 2.0, 1.3467282641046698, 2.0, -2.0, 2.0, -2.0, -0.46271903300076356]",cocoa
0.0,1154.0,,3418.0,-2.243634554918099,11.0,29.0,1.0,20.0,,"[-2.0, 0.6801739181951665, -2.0, -2.0, 2.0, 1.6825138283833176, 2.0, -2.0, 1.0, -2.0, -2.0, 2.0]",butter
0.0,1154.0,,3448.0,-2.516134999193487,12.0,38.0,1.0,20.0,,"[-2.0, 1.347796107679923, -2.0, -2.0, 2.0, 1.0, 2.0, -2.0, 1.0, -2.0, -2.0, 2.0, -2.0]",wood
0.0,1154.0,,329.0,2.8888472059906363,13.0,43.0,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",tan
0.0,1154.0,,357.0,3.009617485999478,14.0,50.0,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",black
0.0,1154.0,,383.0,3.142385827653815,15.0,55.0,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",smooth
0.0,1154.0,,411.0,2.934423901858975,16.0,58.0,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", red 
0.0,1154.0,,401.0,3.0202060950343474,17.0,62.0,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",cherry
0.0,1154.0,,418.0,3.0285595437086625,18.0,63.0,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",plum
0.0,1154.0,,385.0,3.204227633501171,19.0,66.0,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",bourbon
0.0,1154.0,,260.0,4.732013040001092,20.0,67.0,1.0,20.0,fail,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",oak
0.0,2372.0,,,,0.0,,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",oak
0.0,2372.0,,55,2.38269036136166,1.0,44,1.0,20.0,,"[2.0, 2.0]",brown
0.0,2372.0,,172,0.3377765779405771,2.0,0,1.0,20.0,,"[1.791292155858228, 0.626195976428531, -2.0]",roast
0.0,2372.0,,123,0.3143751127007771,3.0,6,1.0,20.0,,"[1.5841878274172596, 0.4972813098501674, -1.366587257222247, 0.0629977838146285]",chocolate
0.0,2372.0,,312,0.35948267748355534,4.0,8,1.0,20.0,,"[0.40898550331898775, 1.4696836880649427, -2.0, -0.5494393581467389, 2.0]",coffee
0.0,2372.0,,113,1.8942412031790112,5.0,11,1.0,20.0,,"[2.0, 0.7419899165565793, -2.0, 2.0, 2.0, 1.580503993208867]",yeast
0.0,2372.0,,2793,-0.16276046101610586,6.0,13,1.0,20.0,,"[2.0, -0.465727434087559, -2.0, 2.0, 2.0, 2.0, -2.0]",toffee
0.0,2372.0,,73,6.590727882874926,7.0,14,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",fruit
0.0,2372.0,,84,6.786452437864996,8.0,21,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",spic
0.0,2372.0,,82,6.857133612260759,9.0,23,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",molass
0.0,2372.0,,83,7.039847201028196,10.0,24,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",sugar
0.0,2372.0,,61,8.226909297915201,11.0,30,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",sour
0.0,2372.0,,81,8.928431839745006,12.0,43,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",tan
0.0,2372.0,,80,9.639383225375665,13.0,50,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",black
0.0,2372.0,,87,9.966127484450295,14.0,55,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",smooth
0.0,2372.0,,101,9.418060162709851,15.0,58,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", red 
