user_id,item_id,item_name,item_rank,item_score,iteration,critiqued_keyphrase,target_rank,num_existing_keyphrases,result,theta,critiqued_keyphrase_name
0.0,1154.0,,,,0.0,,1.0,20.0,,,
0.0,1154.0,,350.0,0.7960123936085512,1.0,44.0,1.0,20.0,,"[1.0, 1.8348439926358426]",brown
0.0,1154.0,,336.0,0.47805707424424676,2.0,0.0,1.0,20.0,,"[1.0, 0.9972303787222434, 1.0]",roast
0.0,1154.0,,332.0,1.2808207713358106,3.0,2.0,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0]",caramel
0.0,1154.0,,341.0,1.339045023354946,4.0,4.0,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]",toast
0.0,1154.0,,340.0,1.6585274983259382,5.0,6.0,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",chocolate
0.0,1154.0,,348.0,1.5643359194764397,6.0,8.0,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",coffee
0.0,1154.0,,306.0,1.8108367306383004,7.0,13.0,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",toffee
0.0,1154.0,,305.0,1.8285787223854888,8.0,23.0,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",molass
0.0,1154.0,,286.0,2.0067369479284327,9.0,24.0,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",sugar
0.0,1154.0,,291.0,2.1599552016021093,10.0,27.0,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",cocoa
0.0,1154.0,,299.0,2.120513802528647,11.0,29.0,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",butter
0.0,1154.0,,289.0,2.2959307479991784,12.0,38.0,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",wood
0.0,1154.0,,329.0,2.8888472059906363,13.0,43.0,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",tan
0.0,1154.0,,357.0,3.009617485999478,14.0,50.0,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",black
0.0,1154.0,,383.0,3.142385827653815,15.0,55.0,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",smooth
0.0,1154.0,,411.0,2.934423901858975,16.0,58.0,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", red 
0.0,1154.0,,401.0,3.0202060950343474,17.0,62.0,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",cherry
0.0,1154.0,,418.0,3.0285595437086625,18.0,63.0,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",plum
0.0,1154.0,,385.0,3.204227633501171,19.0,66.0,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",bourbon
0.0,1154.0,,260.0,4.732013040001092,20.0,67.0,1.0,20.0,fail,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",oak
0.0,2372.0,,,,0.0,,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",oak
0.0,2372.0,,57,2.103399475822742,1.0,44,1.0,20.0,,"[1.0, 1.8348439926358426]",brown
0.0,2372.0,,55,1.2597387090195604,2.0,0,1.0,20.0,,"[1.0, 0.9972303787222434, 1.0]",roast
0.0,2372.0,,59,1.7712574857680485,3.0,6,1.0,20.0,,"[1.0, 0.7958400413904148, 1.0, 1.0]",chocolate
0.0,2372.0,,77,1.765032119971675,4.0,8,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]",coffee
0.0,2372.0,,81,2.0246226950718857,5.0,11,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",yeast
0.0,2372.0,,68,2.399794579064328,6.0,13,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",toffee
0.0,2372.0,,73,6.590727882874926,7.0,14,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",fruit
0.0,2372.0,,84,6.786452437864996,8.0,21,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",spic
0.0,2372.0,,82,6.857133612260759,9.0,23,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",molass
0.0,2372.0,,83,7.039847201028196,10.0,24,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",sugar
0.0,2372.0,,61,8.226909297915201,11.0,30,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",sour
0.0,2372.0,,81,8.928431839745006,12.0,43,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",tan
0.0,2372.0,,80,9.639383225375665,13.0,50,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",black
0.0,2372.0,,87,9.966127484450295,14.0,55,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",smooth
0.0,2372.0,,101,9.418060162709851,15.0,58,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", red 
0.0,2372.0,,100,9.44927585841402,16.0,59,1.0,20.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",mahogany
