user_id,item_id,item_name,item_rank,item_score,iteration,critiqued_keyphrase,target_rank,num_existing_keyphrases,result,theta,critiqued_keyphrase_name
0.0,1154.0,,,,0.0,,1.0,65.0,,,
0.0,1154.0,,3229.0,-0.060277325948174476,1.0,29.0,1.0,65.0,,"[1.0, 1.0]",butter
0.0,1154.0,,1369.0,0.03335169366918503,2.0,47.0,1.0,65.0,,"[1.0, 1.0, 1.0]",copper
0.0,1154.0,,3324.0,-0.18445079557787414,3.0,60.0,1.0,65.0,,"[1.0, 1.0, 1.2103862278336064, 1.0]",ruby
0.0,1154.0,,3275.0,-0.16556405810093916,4.0,17.0,1.0,65.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]",barley
0.0,1154.0,,3375.0,-0.20512823454181967,5.0,68.0,1.0,65.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",apple
0.0,1154.0,,3307.0,-0.10052914496748783,6.0,42.0,1.0,65.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", white
0.0,1154.0,,3034.0,-0.09273021623147726,7.0,63.0,1.0,65.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",plum
0.0,1154.0,,3207.0,-0.12032224561822313,8.0,25.0,1.0,65.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", rye 
0.0,1154.0,,1276.0,0.20013505051238523,9.0,6.0,1.0,65.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",chocolate
0.0,1154.0,,906.0,0.28341876372751124,10.0,5.0,1.0,65.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",bread
0.0,1154.0,,840.0,0.4160702439565085,11.0,55.0,1.0,65.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",smooth
0.0,1154.0,,756.0,0.5120975661037499,12.0,64.0,1.0,65.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",berry
0.0,1154.0,,756.0,0.5139249711112178,13.0,59.0,1.0,65.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",mahogany
