user_id,item_id,item_name,item_rank,item_score,iteration,critiqued_keyphrase,target_rank,num_existing_keyphrases,result,theta,critiqued_keyphrase_name
0.0,1154.0,,,,0.0,,1.0,65.0,,,
0.0,1154.0,,3489.0,-0.25692260053479443,1.0,60.0,1.0,65.0,,"[1.0, 1.0]",ruby
0.0,1154.0,,3481.0,-0.20187136747674406,2.0,0.0,1.0,65.0,,"[1.0, 1.0, 1.0]",roast
0.0,1154.0,,3489.0,-0.1957677542218059,3.0,49.0,1.0,65.0,,"[1.0, 1.0, 1.0, 1.0]",khaki
0.0,1154.0,,3463.0,-0.17979329490893248,4.0,23.0,1.0,65.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]",molass
0.0,1154.0,,3394.0,-0.1374687740566228,5.0,17.0,1.0,65.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",barley
0.0,1154.0,,1352.0,0.06762507882826499,6.0,21.0,1.0,65.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",spic
0.0,1154.0,,522.0,0.33144807991654013,7.0,31.0,1.0,65.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", pine 
0.0,1154.0,,607.0,0.45188462991040884,8.0,50.0,1.0,65.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",black
0.0,1154.0,,959.0,0.24366025229176858,9.0,58.0,1.0,65.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", red 
0.0,1154.0,,1054.0,0.2135674973054184,10.0,15.0,1.0,65.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",nutty
0.0,1154.0,,672.0,0.8064115910671681,11.0,43.0,1.0,65.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",tan
0.0,1154.0,,669.0,0.8011094618487795,12.0,19.0,1.0,65.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",honey
0.0,1154.0,,249.0,2.3287928629154075,13.0,67.0,1.0,65.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",oak
0.0,1154.0,,259.0,2.346466422680003,14.0,26.0,1.0,65.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",grass
0.0,1154.0,,258.0,2.497872949586236,15.0,7.0,1.0,65.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",biscuit
0.0,1154.0,,327.0,3.0866257881853034,16.0,1.0,1.0,65.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",sweet
0.0,1154.0,,345.0,3.220106939879931,17.0,70.0,1.0,65.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",raspberry
0.0,1154.0,,336.0,3.3638118280828517,18.0,41.0,1.0,65.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",offwhite
0.0,1154.0,,342.0,3.4941462747622047,19.0,20.0,1.0,65.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",earthy
0.0,1154.0,,329.0,3.7412187852714127,20.0,13.0,1.0,65.0,fail,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",toffee
0.0,2372.0,,,,0.0,,1.0,73.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",toffee
0.0,2372.0,,752,0.011281934890796652,1.0,66,1.0,73.0,,"[1.0, 1.0]",bourbon
0.0,2372.0,,3582,-0.10136273942866825,2.0,27,1.0,73.0,,"[1.0, 1.0, 1.0]",cocoa
0.0,2372.0,,2368,0.014045952728184874,3.0,51,1.0,73.0,,"[1.0, 1.0, 1.0, 1.0]",yellow
0.0,2372.0,,591,0.298996579202951,4.0,39,1.0,73.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]",orang
0.0,2372.0,,455,0.3665342633065795,5.0,23,1.0,73.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",molass
0.0,2372.0,,595,0.304782708836746,6.0,29,1.0,73.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",butter
0.0,2372.0,,758,0.2582363440079766,7.0,49,1.0,73.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",khaki
0.0,2372.0,,505,0.3434942198926606,8.0,18,1.0,73.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",floral
0.0,2372.0,,128,2.115722573875207,9.0,2,1.0,73.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",caramel
0.0,2372.0,,148,1.919443042722059,10.0,22,1.0,73.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",smok
0.0,2372.0,,130,2.0956750482762456,11.0,73,1.0,73.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",coriander
0.0,2372.0,,199,1.8362111097368292,12.0,34,1.0,73.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",grapefruit
0.0,2372.0,,237,2.537835108916587,13.0,43,1.0,73.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",tan
0.0,2372.0,,97,4.2105178494402375,14.0,63,1.0,73.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",plum
0.0,2372.0,,100,4.678399870057907,15.0,32,1.0,73.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",herbal
0.0,2372.0,,93,4.941980259473114,16.0,11,1.0,73.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",yeast
0.0,2372.0,,55,6.673474850613807,17.0,67,1.0,73.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",oak
0.0,2372.0,,50,7.567112491620539,18.0,31,1.0,73.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", pine 
0.0,2372.0,,50,7.570842169076622,19.0,65,1.0,73.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",banana
0.0,2372.0,,52,7.702045345649351,20.0,45,1.0,73.0,fail,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",gold
0.0,2748.0,,,,0.0,,1.0,58.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",gold
0.0,2748.0,,498,0.017802686657309746,1.0,3,1.0,58.0,,"[1.0, 1.0]",backbone
0.0,2748.0,,111,0.17837525558761444,2.0,10,1.0,58.0,,"[1.0, 1.0, 1.0]",grain
0.0,2748.0,,3459,-0.04642617546132685,3.0,72,1.0,58.0,,"[1.0, 1.0, 1.0, 1.0]",apricot
0.0,2748.0,,3611,-0.1627823778995826,4.0,73,1.0,58.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]",coriander
0.0,2748.0,,8,3.2398959370689697,5.0,67,1.0,58.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",oak
0.0,2748.0,,7,3.551907567708362,6.0,32,1.0,58.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",herbal
0.0,2748.0,,12,3.0131799422440384,7.0,22,1.0,58.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",smok
