user_id,item_id,item_name,item_rank,item_score,iteration,critiqued_keyphrase,target_rank,num_existing_keyphrases,result,theta,critiqued_keyphrase_name,lambda
0,1346,NOT_FOUND,,,0,,1,20,,,,
0,1346,NOT_FOUND,2213,0.0011071804130204843,1,1,1,20,,,rock,[1]
0,1346,NOT_FOUND,2428,0.001368813868680957,2,3,1,20,,,metal,"[1, 1]"
0,1346,NOT_FOUND,2390,0.0012862657396906212,3,4,1,20,,,chorus,"[1, 1, 1]"
0,1346,NOT_FOUND,2576,0.0020297981601705493,4,5,1,20,,,pop,"[1, 1, 1, 1]"
0,1346,NOT_FOUND,2911,-0.00222853130330984,5,7,1,20,,,indie,"[1, 1, 1, 1, 1]"
0,1346,NOT_FOUND,2309,0.0034860042823297768,6,8,1,20,,,classicrock,"[1, 1, 1, 1, 1, 1]"
0,1346,NOT_FOUND,2602,0.00182354363171844,7,9,1,20,,,hardrock,"[1, 1, 1, 1, 1, 1, 1]"
0,1346,NOT_FOUND,2336,0.005907019868474221,8,10,1,20,,,countrymusic,"[1, 1, 1, 1, 1, 1, 1, 1]"
0,1346,NOT_FOUND,2991,0.00210892815886681,9,11,1,20,,,folk,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,1346,NOT_FOUND,3097,0.002812385350510336,10,12,1,20,,,rap,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,1346,NOT_FOUND,2410,0.007496659772177028,11,15,1,20,,,christian,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,1346,NOT_FOUND,2829,0.0051528912942863814,12,16,1,20,,,gospel,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,1346,NOT_FOUND,2494,0.00973771580193511,13,17,1,20,,,soundtrack,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,1346,NOT_FOUND,2646,0.009812048230426152,14,18,1,20,,,dance,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,1346,NOT_FOUND,2963,0.006040375668404492,15,19,1,20,,,electro,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,1346,NOT_FOUND,2971,0.007468933939486675,16,20,1,20,,,blue,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,1346,NOT_FOUND,2710,0.0098394525912078,17,29,1,20,,,techno,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,1346,NOT_FOUND,2720,0.010500443201203715,18,30,1,20,,,disco,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,1346,NOT_FOUND,2574,0.012372824919034754,19,31,1,20,,,psychedelic,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,1346,NOT_FOUND,2593,0.012696487526833448,20,39,1,20,fail,,bass,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,,,0,,1,20,,,bass,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,594,0.009542810190351044,1,2,1,20,,,ballad,[1]
0,3995,NOT_FOUND,1256,0.006646037829359493,2,1,1,20,,,rock,"[1, 1]"
0,3995,NOT_FOUND,701,0.0130240408349142,3,4,1,20,,,chorus,"[1, 1, 1]"
0,3995,NOT_FOUND,1271,0.011255709661710295,4,8,1,20,,,classicrock,"[1, 1, 1, 1]"
0,3995,NOT_FOUND,1291,0.013500206561919085,5,11,1,20,,,folk,"[1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,1409,0.014343713483115342,6,12,1,20,,,rap,"[1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,1559,0.014434464606770003,7,13,1,20,,,hiphop,"[1, 1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,1374,0.019606463151242325,8,16,1,20,,,gospel,"[1, 1, 1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,1492,0.020257496792792585,9,18,1,20,,,dance,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,1751,0.018239250726014386,10,19,1,20,,,electro,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,2102,0.01635501802581133,11,20,1,20,,,blue,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,1757,0.021334575978413192,12,22,1,20,,,musicvideo,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,1815,0.022985956743634052,13,25,1,20,,,vocalist,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,1851,0.023141390167293493,14,26,1,20,,,opera ,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,1749,0.023594682137110252,15,29,1,20,,,techno,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,1875,0.023204515123183472,16,30,1,20,,,disco,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,2111,0.02076779545677237,17,33,1,20,,,progressive,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
