user_id,item_id,item_name,item_rank,item_score,iteration,critiqued_keyphrase,target_rank,num_existing_keyphrases,result,theta,critiqued_keyphrase_name,lambda
0,1346,NOT_FOUND,,,0,,1,12,,,,
0,1346,NOT_FOUND,1665,-4.226143670439577e-05,1,29,1,12,,,techno,[1]
0,1346,NOT_FOUND,1702,0.0002876655191912244,2,4,1,12,,,chorus,"[1, 1]"
0,1346,NOT_FOUND,1899,0.0005614364497047955,3,18,1,12,,,dance,"[1, 1, 1]"
0,1346,NOT_FOUND,1896,0.0013049688701847243,4,5,1,12,,,pop,"[1, 1, 1, 1]"
0,1346,NOT_FOUND,1698,0.0048822512647402035,5,1,1,12,,,rock,"[1, 1, 1, 1, 1]"
0,1346,NOT_FOUND,2032,0.0035266538312914014,6,0,1,12,,,r b,"[1, 1, 1, 1, 1, 1]"
0,1346,NOT_FOUND,2078,0.004245824370173414,7,12,1,12,,,rap,"[1, 1, 1, 1, 1, 1, 1]"
0,1346,NOT_FOUND,2237,0.004588327480861468,8,39,1,12,,,bass,"[1, 1, 1, 1, 1, 1, 1, 1]"
0,1346,NOT_FOUND,2528,0.006028916278648272,9,20,1,12,,,blue,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,1346,NOT_FOUND,2939,0.0056855862658046034,10,3,1,12,,,metal,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,1346,NOT_FOUND,2416,0.010144983002335678,11,27,1,12,,,funk,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,1346,NOT_FOUND,2511,0.01066218459798448,12,2,1,12,fail,,ballad,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,,,0,,1,21,,,ballad,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,1050,0.005385054342441537,1,1,1,21,,,rock,[1]
0,3995,NOT_FOUND,1543,0.003289750578380476,2,13,1,21,,,hiphop,"[1, 1]"
0,3995,NOT_FOUND,3028,0.0006821324514959259,3,20,1,21,,,blue,"[1, 1, 1]"
0,3995,NOT_FOUND,3779,-0.0009459285779443169,4,38,1,21,,,drum,"[1, 1, 1, 1]"
0,3995,NOT_FOUND,2632,0.004078511276013585,5,16,1,21,,,gospel,"[1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,2456,0.00440063993626925,6,29,1,21,,,techno,"[1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,2642,0.004520906104978651,7,5,1,21,,,pop,"[1, 1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,2640,0.005205044383998747,8,27,1,21,,,funk,"[1, 1, 1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,2804,0.004770245423705691,9,30,1,21,,,disco,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,2568,0.008275578596121224,10,2,1,21,,,ballad,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,970,0.03185036596106556,11,0,1,21,,,r b,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,1044,0.032812118602193824,12,12,1,21,,,rap,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,1173,0.030742359408213113,13,39,1,21,,,bass,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,1233,0.03143192925704815,14,18,1,21,,,dance,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,1375,0.03060795032256969,15,21,1,21,,,instrument,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,1684,0.029203050787472484,16,8,1,21,,,classicrock,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,1375,0.03632929537521409,17,4,1,21,,,chorus,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,1595,0.03389445101411845,18,33,1,21,,,progressive,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,1625,0.0355618362958496,19,25,1,21,,,vocalist,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,3995,NOT_FOUND,1716,0.033582517359006886,20,19,1,21,fail,,electro,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1,2259,NOT_FOUND,,,0,,1,9,,,electro,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1,2259,NOT_FOUND,1401,0.005677319058426961,1,8,1,9,,,classicrock,[1]
1,2259,NOT_FOUND,1581,0.00494181892517386,2,1,1,9,,,rock,"[1, 1]"
1,2259,NOT_FOUND,2363,0.0007928141670905881,3,9,1,9,,,hardrock,"[1, 1, 1]"
1,2259,NOT_FOUND,1671,0.007541527053429094,4,3,1,9,,,metal,"[1, 1, 1, 1]"
1,2259,NOT_FOUND,1756,0.009257763623466274,5,12,1,9,,,rap,"[1, 1, 1, 1, 1]"
1,2259,NOT_FOUND,1896,0.00951261887400451,6,5,1,9,,,pop,"[1, 1, 1, 1, 1, 1]"
1,2259,NOT_FOUND,2420,0.00758271158264435,7,2,1,9,,,ballad,"[1, 1, 1, 1, 1, 1, 1]"
1,2259,NOT_FOUND,2609,0.006997461421637933,8,21,1,9,,,instrument,"[1, 1, 1, 1, 1, 1, 1, 1]"
1,2259,NOT_FOUND,2344,0.009580820504881626,9,38,1,9,fail,,drum,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
1,2527,NOT_FOUND,,,0,,1,17,,,drum,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
1,2527,NOT_FOUND,3851,-0.009365889394544111,1,30,1,17,,,disco,[1]
1,2527,NOT_FOUND,3805,-0.009991510387949341,2,19,1,17,,,electro,"[1, 1]"
1,2527,NOT_FOUND,3606,-0.00631599051941498,3,12,1,17,,,rap,"[1, 1, 1]"
1,2527,NOT_FOUND,3523,-0.003268327116352156,4,25,1,17,,,vocalist,"[1, 1, 1, 1]"
