user_id,item_id,item_name,item_rank,item_score,iteration,critiqued_keyphrase,target_rank,num_existing_keyphrases,result,theta,critiqued_keyphrase_name,lambda
0.0,78.0,,,,0.0,,1.0,87.0,,,,
0.0,78.0,,5747.0,-0.0315063904900583,1.0,4.0,1.0,87.0,,,fry,[1.0]
0.0,78.0,,5577.0,-0.027598847469259308,2.0,187.0,1.0,87.0,,,spicy,"[1.0, 1.0]"
0.0,78.0,,5422.0,-0.02360285735352273,3.0,77.0,1.0,87.0,,,pop,"[1.0, 1.0, -1.0]"
0.0,78.0,,5806.0,-0.03355766353992151,4.0,5.0,1.0,87.0,,,fried,"[1.0, 1.0, -1.0, 1.0]"
0.0,78.0,,5535.0,-0.026433177204822036,5.0,198.0,1.0,87.0,,,crunchy,"[1.0, 1.0, -1.0, 1.0, 1.0]"
0.0,78.0,,5582.0,-0.027558334315756064,6.0,147.0,1.0,87.0,,,market,"[1.0, 1.0, -1.0, 1.0, 1.0, 1.0]"
0.0,78.0,,5675.0,-0.030402891555373984,7.0,52.0,1.0,87.0,,,beef,"[1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0]"
0.0,78.0,,5865.0,-0.0346358144524693,8.0,93.0,1.0,87.0,,,vegan,"[1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0]"
0.0,78.0,,5874.0,-0.03476919397606978,9.0,87.0,1.0,87.0,,,tart,"[1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0]"
0.0,78.0,,5981.0,-0.037617662883457643,10.0,211.0,1.0,87.0,,,seasoned,"[1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0]"
0.0,78.0,,6366.0,-0.05370696154204396,11.0,163.0,1.0,87.0,,,dog,"[1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0]"
0.0,78.0,,6548.0,-0.06346576021740337,12.0,22.0,1.0,87.0,,,french,"[1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0]"
0.0,78.0,,6614.0,-0.06761066234881073,13.0,162.0,1.0,87.0,,,immediately,"[1.0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0]"
0.0,78.0,,6528.0,-0.06161681216635768,14.0,41.0,1.0,87.0,,,beer,"[1.0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0]"
0.0,78.0,,6515.0,-0.06165630370942019,15.0,207.0,1.0,87.0,,,stuffed,"[1.0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0, -1.0]"
0.0,78.0,,6395.0,-0.05505277024454361,16.0,213.0,1.0,87.0,,,pot,"[1.0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0]"
0.0,78.0,,6600.0,-0.06561630164970134,17.0,3.0,1.0,87.0,,,bar,"[1.0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0]"
0.0,78.0,,6535.0,-0.06165918273975588,18.0,1.0,1.0,87.0,,,fast,"[1.0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0]"
0.0,78.0,,6547.0,-0.0627647025317881,19.0,114.0,1.0,87.0,,,tomato,"[1.0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0]"
0.0,78.0,,5889.0,-0.03540318048590343,20.0,80.0,1.0,87.0,fail,,avocado,"[1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0]"
0.0,623.0,,,,0.0,,1.0,60.0,,,avocado,"[1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0]"
0.0,623.0,,460,0.14085459163585934,1.0,51,1.0,60.0,,,pork,[1.0]
0.0,623.0,,453,0.14228462204078446,2.0,34,1.0,60.0,,,potato,"[1.0, -1.0]"
0.0,623.0,,458,0.1413360825920634,3.0,149,1.0,60.0,,,quick,"[1.0, -1.0, 1.0]"
0.0,623.0,,516,0.13389792799490302,4.0,49,1.0,60.0,,,cheese,"[1.0, -1.0, 1.0, 1.0]"
0.0,623.0,,492,0.13721718301870656,5.0,30,1.0,60.0,,,seafood,"[-1.0, -1.0, 1.0, 1.0, -1.0]"
0.0,623.0,,487,0.13962707838874666,6.0,3,1.0,60.0,,,bar,"[-1.0, -1.0, -1.0, 1.0, -1.0, 1.0]"
0.0,623.0,,528,0.13036599796645712,7.0,60,1.0,60.0,,,squid,"[-1.0, -1.0, -1.0, 1.0, -1.0, 1.0, 1.0]"
0.0,623.0,,545,0.1281525311477688,8.0,4,1.0,60.0,,,fry,"[-1.0, -1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0]"
0.0,623.0,,537,0.1297009347201378,9.0,199,1.0,60.0,,,chili,"[-1.0, -1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0]"
0.0,623.0,,532,0.12995649114325386,10.0,187,1.0,60.0,,,spicy,"[-1.0, -1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0]"
