user_id,item_id,item_name,item_rank,item_score,iteration,critiqued_keyphrase,target_rank,num_existing_keyphrases,result,theta,critiqued_keyphrase_name,lambda
0,78,NOT_FOUND,,,0,,1,87,,,,
0,78,NOT_FOUND,6039,-0.07320042750640378,1,182,1,87,,,chip,[1]
0,78,NOT_FOUND,6785,-0.1280661097044351,2,52,1,87,,,beef,"[1, 1]"
0,78,NOT_FOUND,4119,-0.0017141450821419948,3,88,1,87,,,four,"[1, 1, 1]"
0,78,NOT_FOUND,6229,-0.09202138319411539,4,41,1,87,,,beer,"[1, 1, 1, 1]"
0,78,NOT_FOUND,7129,-0.26025148184238656,5,214,1,87,,,solid,"[1, 1, 1, 1, 1]"
0,78,NOT_FOUND,7110,-0.3300613048322834,6,80,1,87,,,avocado,"[1, 1, 1, 1, 1, 1]"
0,78,NOT_FOUND,7256,-0.5922511260651551,7,162,1,87,,,immediately,"[1, 1, 1, 1, 1, 1, 1]"
0,78,NOT_FOUND,7197,-0.5178031808396786,8,174,1,87,,,cozy,"[1, 1, 1, 1, 1, 1, 1, 1]"
0,78,NOT_FOUND,4677,-0.028189766714239173,9,198,1,87,,,crunchy,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,78,NOT_FOUND,1113,0.24714221894693494,10,193,1,87,,,mayo,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,78,NOT_FOUND,1183,0.23300979805724586,11,120,1,87,,,wing,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,78,NOT_FOUND,908,0.3145179183960655,12,153,1,87,,,friendly,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,78,NOT_FOUND,1010,0.2924543605653259,13,8,1,87,,,lunch,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,78,NOT_FOUND,1615,0.20032947483332852,14,209,1,87,,,smoked,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,78,NOT_FOUND,1421,0.25029515087778764,15,102,1,87,,,cheesecake,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,78,NOT_FOUND,2234,0.12335515689813575,16,5,1,87,,,fried,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,78,NOT_FOUND,3224,0.03528770696765232,17,7,1,87,,,dinner,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,78,NOT_FOUND,1255,0.3022229428715801,18,96,1,87,,,poutine,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,78,NOT_FOUND,1756,0.20297236430355783,19,141,1,87,,,washroom,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,78,NOT_FOUND,2370,0.12301724409468609,20,79,1,87,fail,,apple,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,623,NOT_FOUND,,,0,,1,60,,,apple,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,623,NOT_FOUND,6719,-0.1608801227819167,1,173,1,60,,,dark,[1]
0,623,NOT_FOUND,6987,-0.22970534338961662,2,117,1,60,,,rib,"[1, 1]"
0,623,NOT_FOUND,6978,-0.2379192172384858,3,41,1,60,,,beer,"[1, 1, 1]"
0,623,NOT_FOUND,6353,-0.12635739042065952,4,17,1,60,,,pub,"[1, 1, 1, 1]"
0,623,NOT_FOUND,5198,-0.045128737177198064,5,16,1,60,,,casual,"[1, 1, 1, 1, 1]"
0,623,NOT_FOUND,5418,-0.05829162831040044,6,34,1,60,,,potato,"[1, 1, 1, 1, 1, 1]"
0,623,NOT_FOUND,1733,0.13203994981341977,7,122,1,60,,,bean,"[1, 1, 1, 1, 1, 1, 1]"
0,623,NOT_FOUND,5102,-0.0542065875477703,8,32,1,60,,,taco,"[1, 1, 1, 1, 1, 1, 1, 1]"
0,623,NOT_FOUND,2441,0.06522946317662953,9,123,1,60,,,steak,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,623,NOT_FOUND,3013,0.03378299936593129,10,153,1,60,,,friendly,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,623,NOT_FOUND,5678,-0.11921008036525194,11,142,1,60,,,window,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,623,NOT_FOUND,5929,-0.15209285831062663,12,152,1,60,,,fresh,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,623,NOT_FOUND,5796,-0.12789283010693658,13,148,1,60,,,mall,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,623,NOT_FOUND,4600,-0.025034136258858926,14,182,1,60,,,chip,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,623,NOT_FOUND,5970,-0.15769419882409635,15,159,1,60,,,crowded,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,623,NOT_FOUND,5152,-0.060694018411337355,16,52,1,60,,,beef,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,623,NOT_FOUND,7014,-0.44668388766360523,17,193,1,60,,,mayo,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,623,NOT_FOUND,6888,-0.39959645158428647,18,92,1,60,,,lemon,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,623,NOT_FOUND,6742,-0.35524678211623306,19,164,1,60,,,quiet,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,623,NOT_FOUND,7006,-0.48315742634887726,20,168,1,60,fail,,fair,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,2053,NOT_FOUND,,,0,,1,85,,,fair,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,2053,NOT_FOUND,1180,0.08602633177004831,1,22,1,85,,,french,[1]
0,2053,NOT_FOUND,1037,0.10949199570118442,2,77,1,85,,,pop,"[1, 1]"
0,2053,NOT_FOUND,5465,-0.04886526183781578,3,4,1,85,,,fry,"[1, 1, 1]"
0,2053,NOT_FOUND,6909,-0.24083160492932087,4,215,1,85,,,sour,"[1, 1, 1, 1]"
0,2053,NOT_FOUND,7240,-0.3887491183216736,5,208,1,85,,,topped,"[1, 1, 1, 1, 1]"
