user_id,item_id,item_name,item_rank,item_score,iteration,critiqued_keyphrase,target_rank,num_existing_keyphrases,result,theta,critiqued_keyphrase_name
0.0,1346.0,,,,0.0,,1.0,12.0,,,
0.0,1346.0,,2872.0,-0.001767817081185196,1.0,5.0,1.0,12.0,,"[1.0, 1.0]",pop
0.0,1346.0,,2792.0,0.00027429787720965296,2.0,20.0,1.0,12.0,,"[1.0, 1.0, 1.0]",blue
0.0,1346.0,,2872.0,0.0009883625841998313,3.0,2.0,1.0,12.0,,"[1.0, 1.0, 1.0, 1.0]",ballad
0.0,1346.0,,3233.0,0.000802695683988007,4.0,4.0,1.0,12.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]",chorus
0.0,1346.0,,3558.0,-0.0005322780184995619,5.0,0.0,1.0,12.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",r b
0.0,1346.0,,2568.0,0.0018749387953698043,6.0,29.0,1.0,12.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",techno
0.0,1346.0,,1943.0,0.006352548709000697,7.0,27.0,1.0,12.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",funk
0.0,1346.0,,2048.0,0.006695051819688752,8.0,39.0,1.0,12.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",bass
0.0,1346.0,,2132.0,0.006779771674480233,9.0,18.0,1.0,12.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",dance
0.0,1346.0,,2142.0,0.010308931976769145,10.0,1.0,1.0,12.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",rock
0.0,1346.0,,2195.0,0.011009889338551336,11.0,12.0,1.0,12.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",rap
0.0,1346.0,,2511.0,0.01066218459798448,12.0,3.0,1.0,12.0,fail,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",metal
0.0,3995.0,,,,0.0,,1.0,21.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",metal
0.0,3995.0,,711,0.0061865229393720245,1.0,13,1.0,21.0,,"[1.0, 1.0]",hiphop
0.0,3995.0,,1165,0.005571973732538443,2.0,25,1.0,21.0,,"[1.0, 1.0, 1.0]",vocalist
0.0,3995.0,,2360,0.0029643556056538935,3.0,20,1.0,21.0,,"[1.0, 1.0, 1.0, 1.0]",blue
0.0,3995.0,,2591,0.0032965895554637296,4.0,18,1.0,21.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]",dance
0.0,3995.0,,3091,0.001681282248265064,5.0,8,1.0,21.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",classicrock
0.0,3995.0,,3300,0.0017578273040861625,6.0,5,1.0,21.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",pop
0.0,3995.0,,3598,-0.0007713174840178853,7.0,33,1.0,21.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",progressive
0.0,3995.0,,1302,0.022763226617570055,8.0,0,1.0,21.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",r b
0.0,3995.0,,1340,0.023695997489706525,9.0,12,1.0,21.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",rap
0.0,3995.0,,1473,0.02284287115633714,10.0,21,1.0,21.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",instrument
0.0,3995.0,,1454,0.026357478497158353,11.0,2,1.0,21.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",ballad
0.0,3995.0,,1165,0.033465822570250735,12.0,4,1.0,21.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",chorus
0.0,3995.0,,1267,0.03219089347883769,13.0,38,1.0,21.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",drum
0.0,3995.0,,1423,0.030198431659614357,14.0,19,1.0,21.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",electro
