user_id,item_id,item_name,item_rank,item_score,iteration,critiqued_keyphrase,target_rank,num_existing_keyphrases,result,theta,critiqued_keyphrase_name
0.0,1346.0,,,,0.0,,1.0,12.0,,,
0.0,1346.0,,3019.0,-0.001900403565896433,1.0,2.0,1.0,12.0,,"[1.0, 1.0]",ballad
0.0,1346.0,,3087.0,-0.0009612847074269085,2.0,39.0,1.0,12.0,,"[1.0, 1.0, 1.0]",bass
0.0,1346.0,,3236.0,-6.533913216519955e-05,3.0,12.0,1.0,12.0,,"[1.0, 1.0, 1.0, 1.0]",rap
0.0,1346.0,,3319.0,-0.0013590653145226419,4.0,0.0,1.0,12.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]",r b
0.0,1346.0,,3356.0,-0.0016542732350997413,5.0,3.0,1.0,12.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",metal
0.0,1346.0,,2607.0,0.000752943578769631,6.0,29.0,1.0,12.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",techno
0.0,1346.0,,2096.0,0.0052305534924005186,7.0,27.0,1.0,12.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",funk
0.0,1346.0,,2195.0,0.005893064021206421,8.0,5.0,1.0,12.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",pop
0.0,1346.0,,2181.0,0.009425661631391427,9.0,1.0,1.0,12.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",rock
0.0,1346.0,,2263.0,0.009506944178286814,10.0,18.0,1.0,12.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",dance
0.0,1346.0,,2406.0,0.010941595838316191,11.0,20.0,1.0,12.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",blue
0.0,1346.0,,2511.0,0.01066218459798448,12.0,4.0,1.0,12.0,fail,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",chorus
0.0,3995.0,,,,0.0,,1.0,21.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",chorus
0.0,3995.0,,818,0.007667277496599503,1.0,25,1.0,21.0,,"[1.0, 1.0]",vocalist
0.0,3995.0,,1630,0.0034046817443237304,2.0,19,1.0,21.0,,"[1.0, 1.0, 1.0]",electro
0.0,3995.0,,2414,0.0020381478105539514,3.0,1,1.0,21.0,,"[1.0, 1.0, 1.0, 1.0]",rock
